,codigo_establecimiento,codigo_ss,nombre_ss,nombre_establecimiento,nombre_comuna
3588,105440.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Divisadero,Punitaqui
3589,105428.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Huatulame,Monte Patria
3590,105308.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Punitaqui,Punitaqui
3591,200738.0,5.0,Servicio de Salud Coquimbo,SUR Punitaqui,Punitaqui
3592,105436.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural El Maitén,Monte Patria
3593,105318.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar El Palqui,Monte Patria
3594,105417.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Alcones Bajo,Ovalle
3595,105430.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Mialqui,Monte Patria
3596,105425.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Chilecito,Monte Patria
3597,105437.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Chalinga,Ovalle
3598,105427.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Hacienda Valdivia,Monte Patria
3599,105416.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Camarico (Ovalle),Ovalle
3600,105432.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Rapel (Monte Patria),Monte Patria
3601,105307.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Monte Patria,Monte Patria
3602,200720.0,5.0,Servicio de Salud Coquimbo,SAR Monte Patria,Monte Patria
3603,105012.0,5.0,Servicio de Salud Coquimbo,Clínica Dental Móvil Triple. Pat. PW4100 (Monte Patria),Monte Patria
3604,105415.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Barraza,Ovalle
3605,200367.0,5.0,Servicio de Salud Coquimbo,Centro Comunitario de Salud Familiar Colonia Limarí,Ovalle
3606,105324.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Sotaquí,Ovalle
3607,200742.0,5.0,Servicio de Salud Coquimbo,SUR Sotaquí,Ovalle
3608,200258.0,5.0,Servicio de Salud Coquimbo,Centro Comunitario de Salud Familiar Los Copihues,Ovalle
3609,105419.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Las Sossas,Ovalle
3610,200569.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Fray Jorge,Ovalle
3611,200721.0,5.0,Servicio de Salud Coquimbo,SAPU Fray Jorge,Ovalle
3612,105259.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Bionet S.A. - Ovalle,Ovalle
3613,105260.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Medilab Ltda.,Ovalle
3614,105207.0,4.0,SEREMI De Coquimbo,Clínica del Trabajador de la AChS Ovalle,Ovalle
3615,105243.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Limarí,Ovalle
3616,105102.0,5.0,Servicio de Salud Coquimbo,Hospital Dr. Antonio Tirado Lanas de Ovalle,Ovalle
3617,105322.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Marcos Macuada,Ovalle
3618,105822.0,5.0,Servicio de Salud Coquimbo,SAR Marcos Macuada,Ovalle
3619,105240.0,4.0,SEREMI De Coquimbo,Centro de Salud Mutual CChC Ovalle,Ovalle
3620,105722.0,5.0,Servicio de Salud Coquimbo,Centro Comunitario de Salud Familiar San José de la Dehesa,Ovalle
3621,105723.0,5.0,Servicio de Salud Coquimbo,Centro Comunitario de Salud Familiar Limarí,Ovalle
3622,105317.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Jorge Jordán Domic,Ovalle
3623,105817.0,5.0,Servicio de Salud Coquimbo,SAPU Jorge Jordán Domic,Ovalle
3624,105245.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico San Andrés,Ovalle
3625,200665.0,,No Aplica,Servicio Médico Legal Ovalle,Ovalle
3626,200741.0,5.0,Servicio de Salud Coquimbo,SUR Tamaya,Ovalle
3627,105315.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Cerrillos de Tamaya,Ovalle
3628,200723.0,5.0,Servicio de Salud Coquimbo,Hospítal Ovalle Antiguo,Ovalle
3629,105507.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Huamalata,Ovalle
3630,105510.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Recoleta,Ovalle
3631,105503.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Tabaqueros,Río Hurtado
3632,105413.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Samo Alto,Río Hurtado
3633,200739.0,5.0,Servicio de Salud Coquimbo,SUR Pichasca,Río Hurtado
3634,105310.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Pichasca,Río Hurtado
3635,105411.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Las Breas (Río Hurtado),Río Hurtado
3636,105404.0,5.0,Servicio de Salud Coquimbo,Estación Médica Rural El Tangue,Coquimbo
3637,105414.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Serón,Río Hurtado
3638,105409.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural El Chañar,Río Hurtado
3639,105410.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Hurtado,Río Hurtado
3640,105321.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Tongoy,Coquimbo
3641,105106.0,5.0,Servicio de Salud Coquimbo,Hospital Dr. José Arraño (Andacollo),Andacollo
3642,105407.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Tambillo,Coquimbo
3643,105405.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Guanaqueros,Coquimbo
3644,105475.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Horcón (Paiguano),Paiguano
3645,105477.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Pisco Elqui,Paiguano
3646,105476.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Monte Grande,Paiguano
3647,200499.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Rural Pan de Azúcar,Coquimbo
3648,105471.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Peralillo Vicuña,Vicuña
3649,105256.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Zuleta y Pinto,Vicuña
3650,105469.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural El Tambo (Vicuña),Vicuña
3651,105107.0,5.0,Servicio de Salud Coquimbo,Hospital San Juan de Dios (Vicuña),Vicuña
3652,200737.0,5.0,Servicio de Salud Coquimbo,SUR Paihuano,Paiguano
3653,105306.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Paihuano,Paiguano
3654,200538.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar San Isidro Calingasta,Vicuña
3655,105467.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Diaguitas,Vicuña
3656,105509.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Gualliguaica,Vicuña
3657,200494.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar El Sauce,Coquimbo
3658,200928.0,5.0,Servicio de Salud Coquimbo,SAPU El Sauce,Coquimbo
3659,200273.0,5.0,Servicio de Salud Coquimbo,Centro Comunitario de Salud Familiar Punta Mira,Coquimbo
3660,200448.0,4.0,SEREMI De Coquimbo,Unidad de Salud del Establecimiento Penitenciario de La Serena,La Serena
3661,105468.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural El Molle,Vicuña
3662,105401.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Las Rojas,La Serena
3663,105472.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Rivadavia,Vicuña
3664,105803.0,5.0,Servicio de Salud Coquimbo,SAPU San Juan,Coquimbo
3665,105303.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar San Juan,Coquimbo
3666,105823.0,5.0,Servicio de Salud Coquimbo,SAPU Dr. Sergio Aguilar,Coquimbo
3667,105323.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Dr. Sergio Aguilar Delgado,Coquimbo
3668,105101.0,5.0,Servicio de Salud Coquimbo,Hospital San Pablo (Coquimbo),Coquimbo
3669,200497.0,4.0,SEREMI De Coquimbo,Centro de Salud IST Coquimbo,Coquimbo
3670,105254.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Hemolab Ltda.,Coquimbo
3671,200019.0,4.0,SEREMI De Coquimbo,Policlínico de la Asociación Chilena de Seguridad Coquimbo,Coquimbo
3672,105233.0,4.0,SEREMI De Coquimbo,Centro de Salud Estudiantil - Universidad Católica del Norte,Coquimbo
3673,105600.0,5.0,Servicio de Salud Coquimbo,COSAM Tierras Blancas (CESAM),Coquimbo
3674,105805.0,5.0,Servicio de Salud Coquimbo,SAR Tierras Blancas,Coquimbo
3675,105305.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Tierras Blancas,Coquimbo
3676,105246.0,4.0,SEREMI De Coquimbo,Centro de especialidades Médicas (CEMCO),Coquimbo
3677,201329.0,7.0,SEREMI Del Maule,Centro Odontológico Uno Salud Dental Talca 3,Talca
3678,105252.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Hermanos Muñoz Flores,Coquimbo
3679,105237.0,4.0,SEREMI De Coquimbo,Sociedad Propedia Ltda.,Coquimbo
3680,200607.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Lila Cortés Godoy,Coquimbo
3681,200848.0,5.0,Servicio de Salud Coquimbo,SAPU Lila Cortés,Coquimbo
3682,105255.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Los Olivos,Coquimbo
3683,105241.0,4.0,SEREMI De Coquimbo,Cruz Roja de Coquimbo,Coquimbo
3684,105473.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Talcuna,Vicuña
3685,105304.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Santa Cecilia,Coquimbo
3686,105804.0,5.0,Servicio de Salud Coquimbo,SAPU Santa Cecilia,Coquimbo
3687,105253.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Xima Ltda.,La Serena
3688,105700.0,5.0,Servicio de Salud Coquimbo,Centro Comunitario de Salud Familiar Villa el Indio,La Serena
3689,105400.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Algarrobito,La Serena
3690,105300.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Cardenal Caro,La Serena
3691,105825.0,5.0,Servicio de Salud Coquimbo,SAPU Cardenal Caro,La Serena
3692,200909.0,4.0,SEREMI De Coquimbo,Centro Médico y Vacunatorio EAD,La Serena
3693,200612.0,4.0,SEREMI De Coquimbo,Instituto Teletón Coquimbo,La Serena
3694,200262.0,4.0,SEREMI De Coquimbo,Policlínico Universidad Pedro de Valdivia,La Serena
3695,201054.0,4.0,SEREMI De Coquimbo,Centro Médico Vital Mas,La Serena
3696,105235.0,4.0,SEREMI De Coquimbo,Centro Médico EMI,La Serena
3697,105247.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Analyser Ltda.,La Serena
3698,105236.0,4.0,SEREMI De Coquimbo,Centro de Diálisis Clinidial La Serena,La Serena
3699,105802.0,5.0,Servicio de Salud Coquimbo,SAPU Pedro Aguirre Cerda,La Serena
3700,105302.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Pedro Aguirre Cerda,La Serena
3701,105250.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Huanhualí,La Serena
3702,200223.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico MegaSalud S.A.,La Serena
3703,105202.0,4.0,SEREMI De Coquimbo,Centro de Salud Mutual CChC La Serena,La Serena
3704,105230.0,4.0,SEREMI De Coquimbo,Centro Médico y Dental MegaSalud La Serena,La Serena
3705,200461.0,4.0,SEREMI De Coquimbo,Policlínico de Funcionarios de Gendarmería de Chile La Serena,La Serena
3706,105249.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Bionet S.A. - La Serena,La Serena
3707,105208.0,4.0,SEREMI De Coquimbo,Clínica Regional Elqui,La Serena
3708,105244.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Integramédica,La Serena
3709,105225.0,4.0,SEREMI De Coquimbo,Centro Médico Integramédica La Serena,La Serena
3710,200792.0,4.0,SEREMI De Coquimbo,Laboratorio de Anatomía Patológica Histomed,La Serena
3711,200626.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Novolab,La Serena
3712,200546.0,8.0,SEREMI Del Biobío,Centro Odontológico Uno Salud Dental Talcahuano,Talcahuano
3713,105251.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico IMATEC Ltda.,La Serena
3714,105242.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Santa María de La Serena Ltda.,La Serena
3715,200291.0,4.0,SEREMI De Coquimbo,Vacunatorio Ad Hominem,La Serena
3716,105100.0,5.0,Servicio de Salud Coquimbo,Hospital San Juan de Dios (La Serena),La Serena
3717,200663.0,,No Aplica,Servicio Médico Legal La Serena,La Serena
3718,105203.0,4.0,SEREMI De Coquimbo,Policlínico del Trabajador AChS La Serena,La Serena
3719,105030.0,5.0,Servicio de Salud Coquimbo,Unidad de Salud Funcionario S.S Coquimbo,La Serena
3720,105010.0,5.0,Servicio de Salud Coquimbo,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Coquimbo),La Serena
3721,105011.0,5.0,Servicio de Salud Coquimbo,PRAIS (S.S Coquimbo),La Serena
3722,105826.0,5.0,Servicio de Salud Coquimbo,SAR Emilio Schaffhauser,La Serena
3723,105313.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Dr. Emilio Schaffhauser,La Serena
3724,105239.0,4.0,SEREMI De Coquimbo,Centro de Salud Compañía Minera del Pacífico S.A.,La Serena
3725,105231.0,4.0,SEREMI De Coquimbo,Laboratorio Clínico Dra. Gloria Canovas,La Serena
3726,105232.0,4.0,SEREMI De Coquimbo,Policlínico Cruz Roja de La Serena,La Serena
3727,200388.0,4.0,SEREMI De Coquimbo,Centro Médico y Dental La Serena IVa. Zona de Carabineros Coquimbo,La Serena
3728,105474.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Chapilca,Vicuña
3729,105402.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural El Romero,La Serena
3730,200402.0,5.0,Servicio de Salud Coquimbo,Centro Comunitario de Salud Familiar Arcos de Pinamar,La Serena
3731,105702.0,5.0,Servicio de Salud Coquimbo,Centro Comunitario de Salud Familiar Lambert,La Serena
3732,200020.0,4.0,SEREMI De Coquimbo,Centro de Diálisis Clinidial Las Compañías,La Serena
3733,105319.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Cardenal Raúl Silva Henríquez de La Serena,La Serena
3734,105819.0,5.0,Servicio de Salud Coquimbo,SAR Raúl Silva Henríquez,La Serena
3735,105801.0,5.0,Servicio de Salud Coquimbo,SAPU Las Compañías,La Serena
3736,105301.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Las Compañías,La Serena
3737,105701.0,5.0,Servicio de Salud Coquimbo,Centro Comunitario de Salud Familiar Villa Alemania,La Serena
3738,105325.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar Juan Pablo II (La Serena),La Serena
3739,200105.0,5.0,Servicio de Salud Coquimbo,SAPU Juan Pablo II,La Serena
3740,105470.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Huanta,Vicuña
3741,105499.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Lambert,La Serena
3742,105500.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Caleta Hornos,La Higuera
3743,105314.0,5.0,Servicio de Salud Coquimbo,Centro de Salud Familiar La Higuera,La Higuera
3744,200740.0,5.0,Servicio de Salud Coquimbo,SUR La Higuera,La Higuera
3745,105506.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural El Trapiche,La Higuera
3746,105505.0,5.0,Servicio de Salud Coquimbo,Posta de Salud Rural Los Choros,La Higuera
3747,104411.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Incahuasi,Vallenar
3748,104409.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Carrizalillo (Freirina),Freirina
3749,104414.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Las Breas (Alto del Carmen),Alto del Carmen
3750,104410.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Cachiyuyo,Vallenar
3751,104407.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Conay,Alto del Carmen
3752,104405.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Domeyko,Vallenar
3753,104403.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural San Félix,Alto del Carmen
3754,104404.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural El Tránsito,Alto del Carmen
3755,104322.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Alto del Carmen,Alto del Carmen
3756,200949.0,4.0,Servicio de Salud Atacama,SUR Alto del Carmen,Alto del Carmen
3757,104412.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Hacienda Compañía,Vallenar
3758,104317.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Joan Crawford Astudillo,Vallenar
3759,200101.0,4.0,Servicio de Salud Atacama,SAPU Joan Crawford Astudillo,Vallenar
3760,104256.0,3.0,SEREMI De Atacama,Centro de Dialisis Miaquen Limitada,Vallenar
3761,104216.0,3.0,SEREMI De Atacama,Centro de Salud Compañía Aceros del Pacífico,Vallenar
3762,200634.0,3.0,SEREMI De Atacama,Clínica de Enfermería del Centro de Detención Preventiva de Vallenar,Vallenar
3763,200099.0,4.0,Servicio de Salud Atacama,SAPU Baquedano,Vallenar
3764,104316.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Baquedano,Vallenar
3765,104242.0,3.0,SEREMI De Atacama,Laboratorio Clínico Huasco-Vallenar,Vallenar
3766,200006.0,3.0,SEREMI De Atacama,Laboratorio Clínico Bionet S.A. - Vallenar,Vallenar
3767,104244.0,3.0,SEREMI De Atacama,Laboratorio Clínico Vallenar,Vallenar
3768,104217.0,3.0,SEREMI De Atacama,Laboratorio Bio-Test,Vallenar
3769,104214.0,3.0,SEREMI De Atacama,Clínica del Trabajador AChS Vallenar,Vallenar
3770,104103.0,4.0,Servicio de Salud Atacama,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar),Vallenar
3771,200460.0,3.0,SEREMI De Atacama,Centro de Salud Mutual CChC Vallenar,Vallenar
3772,104313.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Estación,Vallenar
3773,200662.0,,No Aplica,Servicio Médico Legal Vallenar,Vallenar
3774,104315.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Hermanos Carrera,Vallenar
3775,104408.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Hacienda Ventanas,Vallenar
3776,104314.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Freirina,Freirina
3777,200951.0,4.0,Servicio de Salud Atacama,SUR Freirina,Freirina
3778,104416.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Jeremías Cortés,Huasco
3779,104319.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Juan Verdaguer,Huasco
3780,104104.0,4.0,Servicio de Salud Atacama,Hospital Dr. Manuel Magalhaes Medling (Huasco),Huasco
3781,104415.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Padre Mariano Avellana Lasierra,Huasco
3782,104413.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Segundo Ponce,Huasco
3783,104400.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Los Loros,Tierra Amarilla
3784,104308.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Dr. Salvador Allende Gossens,Tierra Amarilla
3785,200952.0,4.0,Servicio de Salud Atacama,SUR Tierra Amarilla,Tierra Amarilla
3786,104307.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Paipote,Copiapó
3787,200102.0,4.0,Servicio de Salud Atacama,SAR Paipote,Copiapó
3788,104215.0,3.0,SEREMI De Atacama,Centro de Salud Universidad de Atacama,Copiapó
3789,200481.0,3.0,SEREMI De Atacama,Centro Médico y Dental Copiapó IIIa Zona Carabineros Atacama,Copiapó
3790,200550.0,3.0,SEREMI De Atacama,Laboratorio Clínico y de Biología Molecular IISO SpA,Copiapó
3791,200633.0,3.0,SEREMI De Atacama,Policlínico Gendarmería Regional de Atacama,Copiapó
3792,104304.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Rosario-Palomar,Copiapó
3793,200104.0,4.0,Servicio de Salud Atacama,SAPU El Palomar,Copiapó
3794,104300.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Santa Elvira,Copiapó
3795,104305.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Candelaria Rosario,Copiapó
3796,104306.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Manuel Rodríguez,Copiapó
3797,201077.0,3.0,SEREMI de Atacama,SETM Crosan,Copiapó
3798,200606.0,3.0,SEREMI De Atacama,Centro Cardiovascular Integral CARDIONORT - Vacunatorio,Copiapó
3799,200661.0,,No Aplica,Servicio Médico Legal Copiapó,Copiapó
3800,104100.0,4.0,Servicio de Salud Atacama,Hospital San José del Carmen (Copiapó),Copiapó
3801,200610.0,3.0,SEREMI De Atacama,Policlínico Centro de Cumplimiento Penitenciario de Copiapó,Copiapó
3802,201061.0,3.0,SEREMI de Atacama,Grupo Medico Spa,Copiapó
3803,201062.0,13.0,SEREMI Metropolitana de Santiago,UNO Salud MAIPU 2,Maipú
3804,104203.0,3.0,SEREMI De Atacama,Centro de Salud Mutual CChC Copiapó,Copiapó
3805,104239.0,3.0,SEREMI De Atacama,Centro de Salud CEDIMED,Copiapó
3806,201090.0,3.0,SEREMI de Atacama,Salas de Procedimientos Equimaq Chile,Copiapó
3807,200358.0,3.0,SEREMI De Atacama,Integramédica Copiapó,Copiapó
3808,104238.0,3.0,SEREMI De Atacama,Clínica Indire,Copiapó
3809,200956.0,3.0,SEREMI De Atacama,Centro Médico del Norte,Copiapó
3810,104321.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Dr. Bernardo Mellibovsky,Copiapó
3811,200100.0,4.0,Servicio de Salud Atacama,SAPU Dr. Bernardo Mellibovsky,Copiapó
3812,200529.0,3.0,SEREMI De Atacama,Altamira Consultores Ltda.,Copiapó
3813,200515.0,3.0,SEREMI De Atacama,Vacunatorio y Sala de Procedimientos Invasivos Trasmed SpA,Copiapó
3814,104253.0,3.0,SEREMI De Atacama,Centro de Diálisis Nefrodial Atacama,Copiapó
3815,104218.0,3.0,SEREMI De Atacama,Laboratorio Atacama,Copiapó
3816,104243.0,3.0,SEREMI De Atacama,Laboratorio Clínico SIAC Copiapó,Copiapó
3817,200530.0,3.0,SEREMI De Atacama,Vacunatorio Dr. Omar Luz,Copiapó
3818,104247.0,3.0,SEREMI De Atacama,Laboratorio Clínico Examed,Copiapó
3819,104252.0,3.0,SEREMI De Atacama,Clínica Dial Vida,Copiapó
3820,104251.0,3.0,SEREMI De Atacama,Centro Médico y Diagnóstico Atacama SpA,Copiapó
3821,104012.0,4.0,Servicio de Salud Atacama,Clínica Dental Móvil Simple. Pat. PW4068 (Copiapó),Copiapó
3822,104030.0,4.0,Servicio de Salud Atacama,Unidad de Salud Funcionario   S.S Atacama,Copiapó
3823,104010.0,4.0,Servicio de Salud Atacama,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Atacama),Copiapó
3824,104011.0,4.0,Servicio de Salud Atacama,PRAIS (S.S Atacama),Copiapó
3825,104202.0,3.0,SEREMI De Atacama,Centro de Salud del Trabajador AChS Copiapó,Copiapó
3826,104245.0,3.0,SEREMI De Atacama,Laboratorio Clínico Bionet S.A. - Copiapó,Copiapó
3827,104249.0,3.0,SEREMI De Atacama,Clínica RCR de Atacama ,Copiapó
3828,200464.0,3.0,SEREMI De Atacama,Laboratorio Clínico Blanco,Copiapó
3829,200954.0,3.0,SEREMI De Atacama,Geovida ltda,Copiapó
3830,200531.0,3.0,SEREMI De Atacama,Vacunatorio Atacama SH Familia,Copiapó
3831,104241.0,3.0,SEREMI De Atacama,Laboratorio Clínico Guillermo Guaita,Copiapó
3832,200982.0,3.0,SEREMI De Atacama,Centro Médico de Salud Laboral KUNZA Ltda.,Copiapó
3833,200953.0,3.0,SEREMI De Atacama,Salas de Procedimientos del Instituto Integral de Salud Ocupacional IISO ,Copiapó
3834,104302.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Juan Martínez,Copiapó
3835,104303.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Pedro León Gallo,Copiapó
3836,200463.0,3.0,SEREMI De Atacama,Instituto Teletón Atacama,Copiapó
3837,112107.0,12.0,Servicio de Salud Metropolitano Oriente,Hospital Hanga Roa (Isla De Pascua),Isla de Pascua
3838,104701.0,4.0,Servicio de Salud Atacama,Centro Comunitario de Salud Familiar Orfelia Lavín,Caldera
3839,104301.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Rosario Corvalán,Caldera
3840,200103.0,4.0,Servicio de Salud Atacama,SAR Rosario Corvalán-Caldera,Caldera
3841,200549.0,3.0,SEREMI De Atacama,Laboratorio Clínico Antonia Urqueta Castillo,Caldera
3842,104402.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural Inca de Oro,Diego de Almagro
3843,104401.0,4.0,Servicio de Salud Atacama,Posta de Salud Rural El Salado de Chañaral,Chañaral
3844,104102.0,4.0,Servicio de Salud Atacama,Hospital Dr. Florencio Vargas (Diego de Almagro),Diego de Almagro
3845,200453.0,3.0,SEREMI De Atacama,Centro de Diálisis Municipal Diego de Almagro,Diego de Almagro
3846,104101.0,4.0,Servicio de Salud Atacama,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral),Chañaral
3847,104309.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar Dr. Luis Herrera,Chañaral
3848,104311.0,4.0,Servicio de Salud Atacama,Centro de Salud Familiar El Salvador,Diego de Almagro
3849,200950.0,4.0,Servicio de Salud Atacama,SUR Diego de Almagro,Diego de Almagro
3850,104200.0,3.0,SEREMI De Atacama,Clínica San Lorenzo,Diego de Almagro
3851,103103.0,3.0,Servicio de Salud Antofagasta,Hospital 21 de Mayo (Taltal),Taltal
3852,103413.0,3.0,Servicio de Salud Antofagasta,Posta de Salud Rural Paposo,Taltal
3853,103203.0,2.0,SEREMI De Antofagasta,Clínica Antofagasta,Antofagasta
3854,200621.0,3.0,Servicio de Salud Antofagasta,Centro Comunitario de Salud Familiar Coviefi,Antofagasta
3855,200622.0,3.0,Servicio de Salud Antofagasta,SAR Coviefi,Antofagasta
3856,103404.0,3.0,Servicio de Salud Antofagasta,Posta de Salud Rural Peine,San Pedro de Atacama
3857,200245.0,2.0,SEREMI De Antofagasta,Instituto Teletón Antofagasta,Antofagasta
3858,103215.0,2.0,SEREMI De Antofagasta,Clínica Oriente,Antofagasta
3859,200098.0,3.0,Servicio de Salud Antofagasta,SAPU Centro Sur de Antofagasta,Antofagasta
3860,103303.0,3.0,Servicio de Salud Antofagasta,Centro de Salud Familiar Centro Sur de Antofagasta,Antofagasta
3861,103210.0,2.0,SEREMI De Antofagasta,Hospital Militar del Norte,Antofagasta
3862,103244.0,2.0,SEREMI De Antofagasta,Policlínico del Trabajador AChS Antofagasta,Antofagasta
3863,201048.0,2.0,SEREMI De Antofagasta,LABORATORIO CAZE Salud,Antofagasta
3864,200528.0,2.0,SEREMI De Antofagasta,Laboratorio Clínico Angamos,Antofagasta
