,descripcion_prestacion,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,TOTAL,De 0 a 29 días,De 1 mes a 2 meses 29 días,De 3 meses a 5 meses 29 días,De 6 meses a 11 meses 29 días,De 1 a 2 años,Gestantes,Pueblos Originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
37,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114331,09600287,13,13110,15,8,4,2,1,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida
38,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114331,09600289,13,13110,27,16,3,8,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida
39,Consulta de Lactancia por profesional  - Enfermera/o,14,114331,04040425,13,13110,45,18,20,6,1,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida
40,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113324,04040420,13,13105,12,8,3,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
41,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113324,04040421,13,13105,65,23,29,8,5,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
42,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113324,09600289,13,13105,1,0,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
43,Consulta de Lactancia por profesional  - Nutricionista ,13,113324,04040426,13,13105,78,31,33,9,5,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
44,Consulta de Lactancia - Consulta Lactancia Materna de alerta,11,111376,04040420,13,13101,27,23,3,,1,,,2,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
45,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,111376,04040421,13,13101,57,23,21,9,4,,,3,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
46,Consulta de Lactancia - Otras consultas de Lactancia Materna,11,111376,09600287,13,13101,9,1,,2,6,,,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
47,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,11,111376,09600289,13,13101,10,1,2,0,2,5,,0,4,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
48,Consulta de Lactancia por profesional  - Nutricionista ,11,111376,04040426,13,13101,93,47,24,11,11,,0,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
49,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,200609,04040420,13,13104,1,1,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí
50,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,200609,09600287,13,13104,1,1,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí
51,Consulta de Lactancia por profesional  - Nutricionista ,9,200609,04040426,13,13104,2,2,,,,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí
52,Consulta de Lactancia - Consulta Lactancia Materna de alerta,11,111370,04040420,13,13101,38,26,7,5,,,,2,1,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
53,Consulta de Lactancia - Consulta Lactancia Materna de alerta,11,111376,04040420,13,13101,27,15,8,3,1,,,0,1,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
54,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,111376,04040421,13,13101,46,16,27,3,,,,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
55,Consulta de Lactancia - Otras consultas de Lactancia Materna,11,111376,09600287,13,13101,7,,,3,4,,,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
56,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,11,111376,09600289,13,13101,8,2,1,,4,1,,0,2,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
57,Consulta de Lactancia por profesional  - Nutricionista ,11,111376,04040426,13,13101,80,31,35,9,5,,0,0,1,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
58,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,200347,04040420,13,13104,2,1,,,1,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
59,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,9,200347,09600288,13,13104,1,,,,,,1,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
60,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,200347,09600289,13,13104,2,2,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
61,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,200347,04040420,13,13104,2,1,,1,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
62,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,200347,04040421,13,13104,1,0,1,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
63,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,9,200347,09600288,13,13104,3,,,,,,3,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
64,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,200347,09600289,13,13104,1,1,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
65,Consulta de Lactancia por profesional  - Nutricionista ,9,200347,04040426,13,13104,3,1,1,1,,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
66,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,11,111370,09600289,13,13101,1,,,,1,,,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
67,Consulta de Lactancia por profesional  - Médico/a,11,111370,04040423,13,13101,1,,,1,,,0,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
68,Consulta de Lactancia por profesional  - Matrona/ón,11,111370,04040424,13,13101,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
69,Consulta de Lactancia por profesional  - Nutricionista ,11,111370,04040426,13,13101,107,46,44,17,,,0,5,12,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
70,Consulta de Lactancia por profesional  - Matrona/ón,14,114316,04040424,13,13110,2,2,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
71,Consulta de Lactancia por profesional  - Enfermera/o,14,114316,04040425,13,13110,27,10,12,3,2,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
72,Consulta de Lactancia por profesional  - Nutricionista ,14,114316,04040426,13,13110,1,0,1,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
73,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,200609,04040420,13,13104,1,1,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí
74,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,200609,04040421,13,13104,1,1,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí
75,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,200609,09600287,13,13104,1,1,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí
76,Consulta de Lactancia por profesional  - Enfermera/o,9,200609,04040425,13,13104,3,3,,,,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí
77,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,111370,04040421,13,13101,66,32,23,10,1,,,1,2,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
78,Consulta de Lactancia - Otras consultas de Lactancia Materna,11,111370,09600287,13,13101,11,,4,7,,,,0,2,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
79,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,11,111370,09600289,13,13101,4,,1,1,2,,,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
80,Consulta de Lactancia por profesional  - Enfermera/o,11,111370,04040425,13,13101,4,4,,,,,0,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
81,Consulta de Lactancia por profesional  - Nutricionista ,11,111370,04040426,13,13101,111,54,34,22,1,,0,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
82,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,200347,04040420,13,13104,3,2,1,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
83,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,200347,04040421,13,13104,2,,1,1,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
84,Consulta de Lactancia por profesional  - Matrona/ón,9,200347,04040424,13,13104,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
85,Consulta de Lactancia por profesional  - Nutricionista ,9,200347,04040426,13,13104,4,1,2,1,,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
86,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,200347,04040420,13,13104,2,1,1,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
87,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,200347,04040421,13,13104,1,0,0,,1,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
88,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,9,200347,09600288,13,13104,2,,,,,,2,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
89,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,200347,09600289,13,13104,3,3,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
90,Consulta de Lactancia por profesional  - Matrona/ón,9,200347,04040424,13,13104,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
91,Consulta de Lactancia por profesional  - Nutricionista ,9,200347,04040426,13,13104,2,,1,,1,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
92,Consulta de Lactancia - Consulta Lactancia Materna de alerta,11,111376,04040420,13,13101,24,14,10,0,0,0,,3,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
93,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,111376,04040421,13,13101,67,10,41,13,2,1,,1,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
94,Consulta de Lactancia - Otras consultas de Lactancia Materna,11,111376,09600287,13,13101,12,,,3,9,,,1,1,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
95,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,11,111376,09600289,13,13101,5,,,2,3,,,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
96,Consulta de Lactancia por profesional  - Nutricionista ,11,111376,04040426,13,13101,103,24,51,16,11,1,0,5,1,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
97,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113324,04040420,13,13105,16,14,2,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
98,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113324,04040421,13,13105,54,32,9,12,1,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
99,Consulta de Lactancia por profesional  - Enfermera/o,14,114331,04040425,13,13110,34,15,7,9,3,0,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida
100,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114316,04040420,13,13110,2,0,1,1,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
101,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114316,04040421,13,13110,25,9,10,5,1,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
102,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114316,09600287,13,13110,8,3,5,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
103,Consulta de Lactancia por profesional  - Matrona/ón,14,114316,04040424,13,13110,1,1,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
104,Consulta de Lactancia por profesional  - Enfermera/o,14,114316,04040425,13,13110,32,11,16,4,1,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
105,Consulta de Lactancia por profesional  - Nutricionista ,14,114316,04040426,13,13110,2,0,0,2,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
106,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114316,04040420,13,13110,1,1,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
107,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114316,04040421,13,13110,34,17,13,2,2,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
108,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114316,09600287,13,13110,11,7,3,1,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
109,Consulta de Lactancia por profesional  - Matrona/ón,14,114316,04040424,13,13110,5,5,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
110,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113324,04040420,13,13105,10,8,1,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
111,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113324,04040421,13,13105,32,10,19,2,1,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
112,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113324,09600287,13,13105,4,0,1,1,2,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
113,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113324,09600289,13,13105,4,2,0,1,1,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
114,Consulta de Lactancia por profesional  - Nutricionista ,13,113324,04040426,13,13105,50,20,21,5,4,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
115,Consulta de Lactancia por profesional  - Enfermera/o,14,114316,04040425,13,13110,40,19,16,3,2,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
116,Consulta de Lactancia por profesional  - Nutricionista ,14,114316,04040426,13,13110,1,1,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
117,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113324,04040420,13,13105,14,11,3,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
118,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113324,04040421,13,13105,53,23,18,11,1,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
119,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113324,09600287,13,13105,2,0,0,2,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
120,Consulta de Lactancia por profesional  - Médico/a,9,200347,04040423,13,13104,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
121,Consulta de Lactancia por profesional  - Nutricionista ,9,200347,04040426,13,13104,1,,,,1,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
122,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,111376,04040421,13,13101,41,11,19,11,,,,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
123,Consulta de Lactancia - Otras consultas de Lactancia Materna,11,111376,09600287,13,13101,8,,,2,6,,,0,1,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
124,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,11,111376,09600289,13,13101,11,3,1,2,5,,,0,1,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
125,Consulta de Lactancia por profesional  - Nutricionista ,11,111376,04040426,13,13101,94,44,27,16,7,,0,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago
126,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113324,09600289,13,13105,11,8,1,1,1,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
127,Consulta de Lactancia por profesional  - Nutricionista ,13,113324,04040426,13,13105,80,42,22,14,2,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
128,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113324,04040420,13,13105,12,12,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
129,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113324,04040421,13,13105,67,27,23,15,2,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
130,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113324,09600287,13,13105,2,0,0,2,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
131,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113324,09600289,13,13105,6,0,1,3,2,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
132,Consulta de Lactancia por profesional  - Nutricionista ,13,113324,04040426,13,13105,87,39,24,20,4,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
133,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113324,04040420,13,13105,10,8,1,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
134,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113324,04040421,13,13105,13,2,5,5,1,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
135,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113324,09600287,13,13105,4,0,0,4,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
136,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113324,09600289,13,13105,2,0,1,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
137,Consulta de Lactancia por profesional  - Nutricionista ,13,113324,04040426,13,13105,29,10,7,11,1,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
138,Consulta de Lactancia por profesional  - Nutricionista ,9,200347,04040426,13,13104,5,1,2,2,0,0,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
139,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113324,09600287,13,13105,1,0,0,0,1,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
140,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113324,09600289,13,13105,4,0,1,1,2,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
141,Consulta de Lactancia por profesional  - Nutricionista ,13,113324,04040426,13,13105,69,11,40,12,6,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
142,Consulta de Lactancia por profesional  - Matrona/ón,9,200347,04040424,13,13104,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
143,Consulta de Lactancia por profesional  - Nutricionista ,9,200347,04040426,13,13104,1,,1,,,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
144,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114331,04040420,13,13110,8,6,1,0,1,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida
145,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,200347,04040420,13,13104,3,1,,2,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
146,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,200347,04040421,13,13104,4,,1,1,2,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
147,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,9,200347,09600288,13,13104,2,,,,,,2,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
148,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,200347,09600289,13,13104,3,3,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
149,Consulta de Lactancia por profesional  - Nutricionista ,9,200347,04040426,13,13104,7,1,1,3,2,,0,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí
150,Consulta de Lactancia por profesional  - Nutricionista ,9,109302,04040426,13,13104,22,1,13,2,6,,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí
151,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109302,04040420,13,13104,10,4,3,3,,,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí
152,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109302,04040421,13,13104,3,1,1,1,,,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí
153,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,109302,09600287,13,13104,12,2,3,7,,,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí
154,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109302,04040420,13,13104,3,,1,2,,,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí
155,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109302,04040421,13,13104,4,,2,2,,,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí
156,Consulta de Lactancia por profesional  - Enfermera/o,9,109302,04040425,13,13104,2,,1,1,,,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí
157,Consulta de Lactancia por profesional  - Nutricionista ,9,109302,04040426,13,13104,16,,4,10,2,,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí
158,Consulta de Lactancia - Consulta Lactancia Materna de alerta,11,111370,04040420,13,13101,27,16,7,4,,,,1,1,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
159,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,111370,04040421,13,13101,46,18,21,7,,,,1,4,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
160,Consulta de Lactancia - Otras consultas de Lactancia Materna,11,111370,09600287,13,13101,3,1,2,,,,,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
161,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,11,111370,09600289,13,13101,3,0,0,3,0,,,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
162,Consulta de Lactancia por profesional  - Matrona/ón,11,111370,04040424,13,13101,5,4,1,,,,0,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
163,Consulta de Lactancia por profesional  - Enfermera/o,11,111370,04040425,13,13101,5,2,2,1,,,0,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
164,Consulta de Lactancia por profesional  - Nutricionista ,11,111370,04040426,13,13101,66,29,27,10,,,0,0,0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago
165,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,200609,04040420,13,13104,3,3,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí
166,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,200609,04040420,13,13104,1,1,,,,,,0,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí
