,Mes,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,1° mes,3° mes,6° mes,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación,codigo_deis_establecimiento,codigo_deis_comuna,codigo_deis_servicio
2355,3,10,110432,A0200001,13,13603,,1,1,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Isla de Maipo,MENORES CONTROLADOS,110432,13603,10
2356,3,10,110432,A0200002,13,13603,,1,1,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110432,13603,10
2357,1,10,110432,A0200001,13,13603,1,,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Isla de Maipo,MENORES CONTROLADOS,110432,13603,10
2358,4,10,110432,A0200002,13,13603,1,,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110432,13603,10
2359,1,10,110375,A0200002,13,13603,3,4,2,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Isla de Maipo,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110375,13603,10
2360,1,10,110375,A0200001,13,13603,4,5,2,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Isla de Maipo,Isla de Maipo,MENORES CONTROLADOS,110375,13603,10
2361,2,10,110375,A0200002,13,13603,2,3,7,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Isla de Maipo,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110375,13603,10
2362,4,10,110375,A0200002,13,13603,1,3,1,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Isla de Maipo,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110375,13603,10
2363,2,10,110375,A0200001,13,13603,6,7,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Isla de Maipo,Isla de Maipo,MENORES CONTROLADOS,110375,13603,10
2364,4,10,110375,A0200001,13,13603,1,8,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Isla de Maipo,Isla de Maipo,MENORES CONTROLADOS,110375,13603,10
2365,5,10,110375,A0200002,13,13603,1,1,3,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Isla de Maipo,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110375,13603,10
2366,5,10,110375,A0200001,13,13603,3,1,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Isla de Maipo,Isla de Maipo,MENORES CONTROLADOS,110375,13603,10
2367,3,10,110375,A0200001,13,13603,6,2,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Isla de Maipo,Isla de Maipo,MENORES CONTROLADOS,110375,13603,10
2368,3,10,110375,A0200002,13,13603,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Isla de Maipo,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110375,13603,10
2369,3,10,110425,A0200002,13,13603,9,2,3,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar La Islita,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110425,13603,10
2370,3,10,110425,A0200001,13,13603,10,7,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar La Islita,Isla de Maipo,MENORES CONTROLADOS,110425,13603,10
2371,2,10,110425,A0200001,13,13603,12,8,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar La Islita,Isla de Maipo,MENORES CONTROLADOS,110425,13603,10
2372,4,10,110425,A0200002,13,13603,6,11,3,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar La Islita,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110425,13603,10
2373,4,10,110425,A0200001,13,13603,11,13,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar La Islita,Isla de Maipo,MENORES CONTROLADOS,110425,13603,10
2374,1,10,110425,A0200001,13,13603,8,7,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar La Islita,Isla de Maipo,MENORES CONTROLADOS,110425,13603,10
2375,2,10,110425,A0200002,13,13603,10,5,4,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar La Islita,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110425,13603,10
2376,1,10,110425,A0200002,13,13603,4,5,2,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar La Islita,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110425,13603,10
2377,5,10,110425,A0200002,13,13603,4,8,3,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar La Islita,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110425,13603,10
2378,5,10,110425,A0200001,13,13603,17,10,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar La Islita,Isla de Maipo,MENORES CONTROLADOS,110425,13603,10
2379,4,10,110431,A0200002,13,13603,1,,1,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Gacitúa,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110431,13603,10
2380,4,10,110431,A0200001,13,13603,1,2,1,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Gacitúa,Isla de Maipo,MENORES CONTROLADOS,110431,13603,10
2381,1,10,200385,A0200001,13,13603,0,0,1,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Isla de Maipo,MENORES CONTROLADOS,200385,13603,10
2382,1,10,110431,A0200002,13,13603,,1,1,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Gacitúa,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110431,13603,10
2383,2,10,110431,A0200001,13,13603,1,,1,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Gacitúa,Isla de Maipo,MENORES CONTROLADOS,110431,13603,10
2384,1,10,110431,A0200001,13,13603,2,1,1,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Gacitúa,Isla de Maipo,MENORES CONTROLADOS,110431,13603,10
2385,2,10,110431,A0200002,13,13603,,,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Gacitúa,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110431,13603,10
2386,5,10,200385,A0200002,13,13603,1,,,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,200385,13603,10
2387,5,10,200385,A0200001,13,13603,2,,,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Isla de Maipo,MENORES CONTROLADOS,200385,13603,10
2388,5,10,110431,A0200002,13,13603,,1,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Gacitúa,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110431,13603,10
2389,5,10,110431,A0200001,13,13603,,1,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Gacitúa,Isla de Maipo,MENORES CONTROLADOS,110431,13603,10
2390,1,10,200385,A0200002,13,13603,,,1,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,200385,13603,10
2391,3,10,110431,A0200002,13,13603,2,,1,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Gacitúa,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,110431,13603,10
2392,3,10,110431,A0200001,13,13603,2,1,1,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Gacitúa,Isla de Maipo,MENORES CONTROLADOS,110431,13603,10
2393,3,10,200385,A0200001,13,13603,,,2,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Isla de Maipo,MENORES CONTROLADOS,200385,13603,10
2394,3,10,200385,A0200002,13,13603,,,,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Isla de Maipo,LACTANCIA MATERNA EXCLUSIVA,200385,13603,10
2395,1,10,110366,A0200002,13,13604,17,18,32,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA,110366,13604,10
2396,1,10,110366,A0200001,13,13604,31,26,51,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS,110366,13604,10
2397,4,10,110366,A0200001,13,13604,26,21,28,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS,110366,13604,10
2398,3,10,110366,A0200002,13,13604,19,13,13,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA,110366,13604,10
2399,4,10,110366,A0200002,13,13604,11,12,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA,110366,13604,10
2400,3,10,110366,A0200001,13,13604,25,21,20,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS,110366,13604,10
2401,5,10,110366,A0200002,13,13604,20,17,21,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA,110366,13604,10
2402,5,10,110366,A0200001,13,13604,26,22,35,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS,110366,13604,10
2403,2,10,110366,A0200001,13,13604,21,25,27,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS,110366,13604,10
2404,2,10,110366,A0200002,13,13604,13,15,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA,110366,13604,10
2405,3,10,110308,A0200002,13,13605,8,12,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA,110308,13605,10
2406,3,10,110308,A0200001,13,13605,14,20,20,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS,110308,13605,10
2407,1,10,110308,A0200002,13,13605,16,9,6,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA,110308,13605,10
2408,2,10,110308,A0200002,13,13605,19,9,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA,110308,13605,10
2409,4,10,110308,A0200001,13,13605,19,10,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS,110308,13605,10
2410,2,10,110308,A0200001,13,13605,22,11,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS,110308,13605,10
2411,1,10,110308,A0200001,13,13605,21,15,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS,110308,13605,10
2412,4,10,110308,A0200002,13,13605,15,7,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA,110308,13605,10
2413,5,10,110308,A0200002,13,13605,11,7,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA,110308,13605,10
2414,5,10,110308,A0200001,13,13605,19,8,23,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS,110308,13605,10
2415,1,10,110369,A0200001,13,13605,18,13,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS,110369,13605,10
2416,2,10,110369,A0200001,13,13605,13,17,13,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS,110369,13605,10
2417,4,10,110369,A0200002,13,13605,11,11,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA,110369,13605,10
2418,4,10,110369,A0200001,13,13605,16,15,23,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS,110369,13605,10
2419,3,10,110369,A0200002,13,13605,13,16,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA,110369,13605,10
2420,3,10,110369,A0200001,13,13605,19,23,20,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS,110369,13605,10
2421,1,10,110369,A0200002,13,13605,15,7,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA,110369,13605,10
2422,2,10,110369,A0200002,13,13605,10,13,7,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA,110369,13605,10
2423,5,10,110369,A0200002,13,13605,11,6,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA,110369,13605,10
2424,5,10,110369,A0200001,13,13605,16,11,22,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS,110369,13605,10
2425,2,9,109320,A0200002,13,13303,6,,2,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Huertos Familiares,Tiltil,LACTANCIA MATERNA EXCLUSIVA,109320,13303,09
2426,1,9,109320,A0200002,13,13303,1,2,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Huertos Familiares,Tiltil,LACTANCIA MATERNA EXCLUSIVA,109320,13303,09
2427,1,9,109418,A0200001,13,13301,0,0,1,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Las Canteras,Colina,MENORES CONTROLADOS,109418,13301,09
2428,2,9,200609,A0200001,13,13104,3,1,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS,200609,13104,09
2429,3,9,109390,A0200001,13,13127,12,12,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta,MENORES CONTROLADOS,109390,13127,09
2430,2,9,200304,A0200001,13,13125,2,1,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Beato Padre Hurtado,Quilicura,MENORES CONTROLADOS,200304,13125,09
2431,2,11,111301,A0200002,13,13101,13,15,6,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Nº 5,Santiago,LACTANCIA MATERNA EXCLUSIVA,111301,13101,11
2432,2,11,111300,A0200002,13,13101,27,16,13,Servicio de Salud Metropolitano Central,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Santiago,LACTANCIA MATERNA EXCLUSIVA,111300,13101,11
2433,2,11,111300,A0200001,13,13101,38,33,27,Servicio de Salud Metropolitano Central,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Santiago,MENORES CONTROLADOS,111300,13101,11
2434,2,11,111301,A0200001,13,13101,14,21,14,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Nº 5,Santiago,MENORES CONTROLADOS,111301,13101,11
2435,1,11,111304,A0200002,13,13119,8,7,3,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Maipú,Maipú,LACTANCIA MATERNA EXCLUSIVA,111304,13119,11
2436,1,11,111310,A0200002,13,13106,49,34,42,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Las Mercedes,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111310,13106,11
2437,3,11,201674,A0200002,13,13119,10,4,11,Servicio de Salud Metropolitano Central,CESFAM El Abrazo Dr. Salvador Allende Gossens,Maipú,LACTANCIA MATERNA EXCLUSIVA,201674,13119,11
2438,2,11,111380,A0200001,13,13119,14,15,18,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Carlos Godoy,Maipú,MENORES CONTROLADOS,111380,13119,11
2439,2,11,111378,A0200002,13,13119,5,7,4,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Iván Insunza,Maipú,LACTANCIA MATERNA EXCLUSIVA,111378,13119,11
2440,2,11,111305,A0200002,13,13102,14,14,13,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Norman Voulliéme,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,111305,13102,11
2441,2,11,111305,A0200001,13,13102,20,21,21,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Norman Voulliéme,Cerrillos,MENORES CONTROLADOS,111305,13102,11
2442,1,11,111370,A0200001,13,13101,26,27,24,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS,111370,13101,11
2443,1,11,111382,A0200001,13,13119,18,11,24,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Presidenta Michelle Bachelet,Maipú,MENORES CONTROLADOS,111382,13119,11
2444,2,11,111310,A0200002,13,13106,36,22,19,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Las Mercedes,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111310,13106,11
2445,1,11,111382,A0200002,13,13119,10,6,15,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Presidenta Michelle Bachelet,Maipú,LACTANCIA MATERNA EXCLUSIVA,111382,13119,11
2446,3,11,111380,A0200001,13,13119,20,14,24,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Carlos Godoy,Maipú,MENORES CONTROLADOS,111380,13119,11
2447,2,11,111372,A0200002,13,13101,9,5,6,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Arauco,Santiago,LACTANCIA MATERNA EXCLUSIVA,111372,13101,11
2448,1,11,111300,A0200002,13,13101,18,18,21,Servicio de Salud Metropolitano Central,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Santiago,LACTANCIA MATERNA EXCLUSIVA,111300,13101,11
2449,2,11,111379,A0200002,13,13119,4,5,3,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Clotario Blest,Maipú,LACTANCIA MATERNA EXCLUSIVA,111379,13119,11
2450,2,11,111310,A0200001,13,13106,50,34,35,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Las Mercedes,Estación Central,MENORES CONTROLADOS,111310,13106,11
2451,2,11,111379,A0200001,13,13119,13,8,4,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Clotario Blest,Maipú,MENORES CONTROLADOS,111379,13119,11
2452,1,11,201129,A0200002,13,13119,1,1,,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar LUMEN,Maipú,LACTANCIA MATERNA EXCLUSIVA,201129,13119,11
2453,1,11,111300,A0200001,13,13101,31,28,32,Servicio de Salud Metropolitano Central,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Santiago,MENORES CONTROLADOS,111300,13101,11
2454,2,11,111704,A0200002,13,13119,1,1,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Futramapu,Maipú,LACTANCIA MATERNA EXCLUSIVA,111704,13119,11
2455,2,11,111302,A0200001,13,13106,21,10,10,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Vicente Irarrázabal,Estación Central,MENORES CONTROLADOS,111302,13106,11
2456,1,11,111305,A0200001,13,13102,18,19,19,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Norman Voulliéme,Cerrillos,MENORES CONTROLADOS,111305,13102,11
2457,1,11,111381,A0200002,13,13101,34,25,12,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Ignacio Domeyko,Santiago,LACTANCIA MATERNA EXCLUSIVA,111381,13101,11
2458,1,11,111381,A0200001,13,13101,56,38,37,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Ignacio Domeyko,Santiago,MENORES CONTROLADOS,111381,13101,11
2459,2,11,111376,A0200002,13,13101,24,13,16,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,LACTANCIA MATERNA EXCLUSIVA,111376,13101,11
2460,1,11,201129,A0200001,13,13119,2,2,3,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar LUMEN,Maipú,MENORES CONTROLADOS,201129,13119,11
2461,1,11,111370,A0200002,13,13101,15,22,14,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA,111370,13101,11
2462,2,11,111309,A0200001,13,13119,15,10,18,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dra. Ana María Juricic,Maipú,MENORES CONTROLADOS,111309,13119,11
2463,1,11,111372,A0200002,13,13101,4,8,7,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Arauco,Santiago,LACTANCIA MATERNA EXCLUSIVA,111372,13101,11
2464,3,11,111382,A0200001,13,13119,20,23,27,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Presidenta Michelle Bachelet,Maipú,MENORES CONTROLADOS,111382,13119,11
2465,1,11,111372,A0200001,13,13101,11,11,10,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Arauco,Santiago,MENORES CONTROLADOS,111372,13101,11
2466,1,11,111307,A0200002,13,13102,8,3,5,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Enfermera Sofía Pincheira,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,111307,13102,11
2467,1,11,111307,A0200001,13,13102,15,7,12,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Enfermera Sofía Pincheira,Cerrillos,MENORES CONTROLADOS,111307,13102,11
2468,1,11,111306,A0200002,13,13106,4,4,6,Servicio de Salud Metropolitano Central,Centro de Salud Familiar San José de Chuchunco,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111306,13106,11
2469,1,11,111306,A0200001,13,13106,10,7,10,Servicio de Salud Metropolitano Central,Centro de Salud Familiar San José de Chuchunco,Estación Central,MENORES CONTROLADOS,111306,13106,11
2470,1,11,111309,A0200002,13,13119,12,10,9,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dra. Ana María Juricic,Maipú,LACTANCIA MATERNA EXCLUSIVA,111309,13119,11
2471,1,11,111309,A0200001,13,13119,20,20,16,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dra. Ana María Juricic,Maipú,MENORES CONTROLADOS,111309,13119,11
2472,3,11,111379,A0200001,13,13119,12,10,17,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Clotario Blest,Maipú,MENORES CONTROLADOS,111379,13119,11
2473,1,11,111308,A0200001,13,13119,14,13,18,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. José Eduardo Ahués Salame,Maipú,MENORES CONTROLADOS,111308,13119,11
2474,2,11,111302,A0200002,13,13106,14,5,6,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Vicente Irarrázabal,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111302,13106,11
2475,2,11,111376,A0200001,13,13101,36,20,26,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,MENORES CONTROLADOS,111376,13101,11
2476,2,11,111704,A0200001,13,13119,1,1,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Futramapu,Maipú,MENORES CONTROLADOS,111704,13119,11
2477,1,11,111376,A0200002,13,13101,19,18,14,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,LACTANCIA MATERNA EXCLUSIVA,111376,13101,11
2478,1,11,111376,A0200001,13,13101,30,38,25,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,MENORES CONTROLADOS,111376,13101,11
2479,1,11,111301,A0200001,13,13101,16,20,21,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Nº 5,Santiago,MENORES CONTROLADOS,111301,13101,11
2480,1,11,111301,A0200002,13,13101,12,11,7,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Nº 5,Santiago,LACTANCIA MATERNA EXCLUSIVA,111301,13101,11
2481,2,11,111306,A0200002,13,13106,7,6,3,Servicio de Salud Metropolitano Central,Centro de Salud Familiar San José de Chuchunco,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111306,13106,11
2482,2,11,111306,A0200001,13,13106,9,6,7,Servicio de Salud Metropolitano Central,Centro de Salud Familiar San José de Chuchunco,Estación Central,MENORES CONTROLADOS,111306,13106,11
2483,1,11,111305,A0200002,13,13102,15,13,9,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Norman Voulliéme,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,111305,13102,11
2484,2,11,111381,A0200002,13,13101,22,17,17,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Ignacio Domeyko,Santiago,LACTANCIA MATERNA EXCLUSIVA,111381,13101,11
2485,1,11,111781,A0200002,13,13106,1,1,,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Villa Francia,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111781,13106,11
2486,2,11,111381,A0200001,13,13101,38,28,32,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Ignacio Domeyko,Santiago,MENORES CONTROLADOS,111381,13101,11
2487,2,11,111304,A0200002,13,13119,6,2,6,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Maipú,Maipú,LACTANCIA MATERNA EXCLUSIVA,111304,13119,11
2488,2,11,111307,A0200002,13,13102,14,10,7,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Enfermera Sofía Pincheira,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,111307,13102,11
2489,2,11,111304,A0200001,13,13119,6,6,15,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Maipú,Maipú,MENORES CONTROLADOS,111304,13119,11
2490,2,11,200346,A0200002,13,13102,0,1,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Buzeta,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,200346,13102,11
2491,2,11,200346,A0200001,13,13102,1,1,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Buzeta,Cerrillos,MENORES CONTROLADOS,200346,13102,11
2492,2,11,111309,A0200002,13,13119,8,4,7,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dra. Ana María Juricic,Maipú,LACTANCIA MATERNA EXCLUSIVA,111309,13119,11
2493,2,11,111307,A0200001,13,13102,18,19,16,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Enfermera Sofía Pincheira,Cerrillos,MENORES CONTROLADOS,111307,13102,11
2494,1,11,111781,A0200001,13,13106,1,1,,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Villa Francia,Estación Central,MENORES CONTROLADOS,111781,13106,11
