,Mes,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,1° mes,3° mes,6° mes,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación,codigo_deis_establecimiento,codigo_deis_comuna,codigo_deis_servicio
2495,1,11,111783,A0200002,13,13119,1,1,3,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Lo Errázuriz,Maipú,LACTANCIA MATERNA EXCLUSIVA,111783,13119,11
2496,2,11,111400,A0200002,13,13119,3,0,0,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Rinconada de Maipú,Maipú,LACTANCIA MATERNA EXCLUSIVA,111400,13119,11
2497,2,11,111781,A0200001,13,13106,2,1,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Villa Francia,Estación Central,MENORES CONTROLADOS,111781,13106,11
2498,2,11,201129,A0200002,13,13119,2,1,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar LUMEN,Maipú,LACTANCIA MATERNA EXCLUSIVA,201129,13119,11
2499,2,11,201129,A0200001,13,13119,2,2,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar LUMEN,Maipú,MENORES CONTROLADOS,201129,13119,11
2500,1,11,111784,A0200001,13,13119,1,,2,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Bueras,Maipú,MENORES CONTROLADOS,111784,13119,11
2501,1,11,111784,A0200002,13,13119,0,,2,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Bueras,Maipú,LACTANCIA MATERNA EXCLUSIVA,111784,13119,11
2502,1,11,111783,A0200001,13,13119,2,2,4,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Lo Errázuriz,Maipú,MENORES CONTROLADOS,111783,13119,11
2503,2,11,111400,A0200001,13,13119,3,0,0,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Rinconada de Maipú,Maipú,MENORES CONTROLADOS,111400,13119,11
2504,2,11,111781,A0200002,13,13106,2,,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Villa Francia,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111781,13106,11
2505,2,11,111383,A0200001,13,13119,13,10,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Luis Ferrada,Maipú,MENORES CONTROLADOS,111383,13119,11
2506,2,11,111383,A0200002,13,13119,5,5,9,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Luis Ferrada,Maipú,LACTANCIA MATERNA EXCLUSIVA,111383,13119,11
2507,2,11,111370,A0200002,13,13101,16,16,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA,111370,13101,11
2508,3,11,111378,A0200002,13,13119,11,5,5,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Iván Insunza,Maipú,LACTANCIA MATERNA EXCLUSIVA,111378,13119,11
2509,3,11,111378,A0200001,13,13119,15,8,8,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Iván Insunza,Maipú,MENORES CONTROLADOS,111378,13119,11
2510,3,11,111370,A0200002,13,13101,19,20,22,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA,111370,13101,11
2511,3,11,111370,A0200001,13,13101,34,35,32,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS,111370,13101,11
2512,2,11,111370,A0200001,13,13101,32,33,20,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS,111370,13101,11
2513,1,11,200643,A0200001,13,13119,2,4,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Los Bosquinos,Maipú,MENORES CONTROLADOS,200643,13119,11
2514,2,11,202233,A0200002,13,13101,2,1,3,Servicio de Salud Metropolitano Central,CESFAM Erasmo Escala,Santiago,LACTANCIA MATERNA EXCLUSIVA,202233,13101,11
2515,2,11,202233,A0200001,13,13101,4,2,5,Servicio de Salud Metropolitano Central,CESFAM Erasmo Escala,Santiago,MENORES CONTROLADOS,202233,13101,11
2516,3,11,111300,A0200002,13,13101,21,16,14,Servicio de Salud Metropolitano Central,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Santiago,LACTANCIA MATERNA EXCLUSIVA,111300,13101,11
2517,3,11,111300,A0200001,13,13101,30,28,28,Servicio de Salud Metropolitano Central,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Santiago,MENORES CONTROLADOS,111300,13101,11
2518,2,11,111783,A0200002,13,13119,,,,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Lo Errázuriz,Maipú,LACTANCIA MATERNA EXCLUSIVA,111783,13119,11
2519,2,11,111783,A0200001,13,13119,1,1,,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Lo Errázuriz,Maipú,MENORES CONTROLADOS,111783,13119,11
2520,1,11,200643,A0200002,13,13119,1,2,0,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Los Bosquinos,Maipú,LACTANCIA MATERNA EXCLUSIVA,200643,13119,11
2521,3,11,111304,A0200002,13,13119,12,8,8,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Maipú,Maipú,LACTANCIA MATERNA EXCLUSIVA,111304,13119,11
2522,3,11,111304,A0200001,13,13119,17,16,19,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Maipú,Maipú,MENORES CONTROLADOS,111304,13119,11
2523,3,11,111301,A0200002,13,13101,18,13,6,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Nº 5,Santiago,LACTANCIA MATERNA EXCLUSIVA,111301,13101,11
2524,3,11,111301,A0200001,13,13101,36,24,13,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Nº 5,Santiago,MENORES CONTROLADOS,111301,13101,11
2525,2,11,200643,A0200002,13,13119,2,0,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Los Bosquinos,Maipú,LACTANCIA MATERNA EXCLUSIVA,200643,13119,11
2526,2,11,200643,A0200001,13,13119,3,0,2,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Los Bosquinos,Maipú,MENORES CONTROLADOS,200643,13119,11
2527,4,11,111302,A0200002,13,13106,8,9,9,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Vicente Irarrázabal,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111302,13106,11
2528,4,11,111302,A0200001,13,13106,16,15,12,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Vicente Irarrázabal,Estación Central,MENORES CONTROLADOS,111302,13106,11
2529,3,11,111306,A0200002,13,13106,3,1,10,Servicio de Salud Metropolitano Central,Centro de Salud Familiar San José de Chuchunco,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111306,13106,11
2530,3,11,111306,A0200001,13,13106,3,6,15,Servicio de Salud Metropolitano Central,Centro de Salud Familiar San José de Chuchunco,Estación Central,MENORES CONTROLADOS,111306,13106,11
2531,3,11,111308,A0200002,13,13119,15,10,6,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. José Eduardo Ahués Salame,Maipú,LACTANCIA MATERNA EXCLUSIVA,111308,13119,11
2532,3,11,111308,A0200001,13,13119,19,14,16,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. José Eduardo Ahués Salame,Maipú,MENORES CONTROLADOS,111308,13119,11
2533,3,11,111310,A0200002,13,13106,28,20,22,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Las Mercedes,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111310,13106,11
2534,3,11,111310,A0200001,13,13106,38,33,35,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Las Mercedes,Estación Central,MENORES CONTROLADOS,111310,13106,11
2535,1,11,200346,A0200002,13,13102,2,2,0,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Buzeta,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,200346,13102,11
2536,1,11,200346,A0200001,13,13102,0,0,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Buzeta,Cerrillos,MENORES CONTROLADOS,200346,13102,11
2537,3,11,111307,A0200002,13,13102,6,7,7,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Enfermera Sofía Pincheira,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,111307,13102,11
2538,3,11,111307,A0200001,13,13102,12,10,13,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Enfermera Sofía Pincheira,Cerrillos,MENORES CONTROLADOS,111307,13102,11
2539,3,11,111781,A0200002,13,13106,1,2,,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Villa Francia,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111781,13106,11
2540,3,11,111781,A0200001,13,13106,2,2,,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Villa Francia,Estación Central,MENORES CONTROLADOS,111781,13106,11
2541,3,11,111305,A0200002,13,13102,18,12,14,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Norman Voulliéme,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,111305,13102,11
2542,3,11,111305,A0200001,13,13102,19,14,19,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Norman Voulliéme,Cerrillos,MENORES CONTROLADOS,111305,13102,11
2543,3,11,202233,A0200002,13,13101,11,11,6,Servicio de Salud Metropolitano Central,CESFAM Erasmo Escala,Santiago,LACTANCIA MATERNA EXCLUSIVA,202233,13101,11
2544,3,11,202233,A0200001,13,13101,15,18,12,Servicio de Salud Metropolitano Central,CESFAM Erasmo Escala,Santiago,MENORES CONTROLADOS,202233,13101,11
2545,3,11,111376,A0200001,13,13101,24,21,38,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,MENORES CONTROLADOS,111376,13101,11
2546,1,11,111379,A0200002,13,13119,2,5,3,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Clotario Blest,Maipú,LACTANCIA MATERNA EXCLUSIVA,111379,13119,11
2547,2,11,201674,A0200002,13,13119,6,9,6,Servicio de Salud Metropolitano Central,CESFAM El Abrazo Dr. Salvador Allende Gossens,Maipú,LACTANCIA MATERNA EXCLUSIVA,201674,13119,11
2548,2,11,201674,A0200001,13,13119,11,12,11,Servicio de Salud Metropolitano Central,CESFAM El Abrazo Dr. Salvador Allende Gossens,Maipú,MENORES CONTROLADOS,201674,13119,11
2549,3,11,111400,A0200002,13,13119,0,1,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Rinconada de Maipú,Maipú,LACTANCIA MATERNA EXCLUSIVA,111400,13119,11
2550,3,11,111400,A0200001,13,13119,0,1,2,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Rinconada de Maipú,Maipú,MENORES CONTROLADOS,111400,13119,11
2551,3,11,111309,A0200002,13,13119,10,10,14,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dra. Ana María Juricic,Maipú,LACTANCIA MATERNA EXCLUSIVA,111309,13119,11
2552,3,11,111309,A0200001,13,13119,24,21,27,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dra. Ana María Juricic,Maipú,MENORES CONTROLADOS,111309,13119,11
2553,3,11,111704,A0200002,13,13119,0,1,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Futramapu,Maipú,LACTANCIA MATERNA EXCLUSIVA,111704,13119,11
2554,3,11,111704,A0200001,13,13119,1,2,2,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Futramapu,Maipú,MENORES CONTROLADOS,111704,13119,11
2555,1,11,111302,A0200002,13,13106,11,7,6,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Vicente Irarrázabal,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111302,13106,11
2556,1,11,111302,A0200001,13,13106,23,17,16,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Vicente Irarrázabal,Estación Central,MENORES CONTROLADOS,111302,13106,11
2557,3,11,111783,A0200002,13,13119,4,1,2,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Lo Errázuriz,Maipú,LACTANCIA MATERNA EXCLUSIVA,111783,13119,11
2558,3,11,111783,A0200001,13,13119,5,3,2,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Lo Errázuriz,Maipú,MENORES CONTROLADOS,111783,13119,11
2559,3,11,111383,A0200001,13,13119,16,9,15,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Luis Ferrada,Maipú,MENORES CONTROLADOS,111383,13119,11
2560,3,11,111784,A0200002,13,13119,1,,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Bueras,Maipú,LACTANCIA MATERNA EXCLUSIVA,111784,13119,11
2561,3,11,111784,A0200001,13,13119,1,,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Bueras,Maipú,MENORES CONTROLADOS,111784,13119,11
2562,1,11,111379,A0200001,13,13119,4,7,7,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Clotario Blest,Maipú,MENORES CONTROLADOS,111379,13119,11
2563,3,11,200346,A0200002,13,13102,1,2,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Buzeta,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,200346,13102,11
2564,3,11,200346,A0200001,13,13102,1,3,2,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Buzeta,Cerrillos,MENORES CONTROLADOS,200346,13102,11
2565,2,11,111382,A0200002,13,13119,17,9,10,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Presidenta Michelle Bachelet,Maipú,LACTANCIA MATERNA EXCLUSIVA,111382,13119,11
2566,2,11,111382,A0200001,13,13119,25,20,25,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Presidenta Michelle Bachelet,Maipú,MENORES CONTROLADOS,111382,13119,11
2567,2,11,111380,A0200002,13,13119,7,9,10,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Carlos Godoy,Maipú,LACTANCIA MATERNA EXCLUSIVA,111380,13119,11
2568,4,11,111301,A0200002,13,13101,12,9,10,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Nº 5,Santiago,LACTANCIA MATERNA EXCLUSIVA,111301,13101,11
2569,4,11,111301,A0200001,13,13101,18,14,17,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Nº 5,Santiago,MENORES CONTROLADOS,111301,13101,11
2570,4,11,111300,A0200002,13,13101,23,21,17,Servicio de Salud Metropolitano Central,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Santiago,LACTANCIA MATERNA EXCLUSIVA,111300,13101,11
2571,4,11,111300,A0200001,13,13101,37,35,24,Servicio de Salud Metropolitano Central,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Santiago,MENORES CONTROLADOS,111300,13101,11
2572,4,11,111305,A0200002,13,13102,24,12,14,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Norman Voulliéme,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,111305,13102,11
2573,4,11,111305,A0200001,13,13102,26,15,21,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Norman Voulliéme,Cerrillos,MENORES CONTROLADOS,111305,13102,11
2574,1,11,111380,A0200002,13,13119,11,3,8,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Carlos Godoy,Maipú,LACTANCIA MATERNA EXCLUSIVA,111380,13119,11
2575,3,11,200643,A0200002,13,13119,2,1,2,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Los Bosquinos,Maipú,LACTANCIA MATERNA EXCLUSIVA,200643,13119,11
2576,3,11,200643,A0200001,13,13119,2,1,3,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Los Bosquinos,Maipú,MENORES CONTROLADOS,200643,13119,11
2577,4,11,111307,A0200002,13,13102,5,6,10,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Enfermera Sofía Pincheira,Cerrillos,LACTANCIA MATERNA EXCLUSIVA,111307,13102,11
2578,4,11,111307,A0200001,13,13102,8,9,18,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Enfermera Sofía Pincheira,Cerrillos,MENORES CONTROLADOS,111307,13102,11
2579,4,11,111306,A0200002,13,13106,7,7,6,Servicio de Salud Metropolitano Central,Centro de Salud Familiar San José de Chuchunco,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111306,13106,11
2580,4,11,111306,A0200001,13,13106,9,9,10,Servicio de Salud Metropolitano Central,Centro de Salud Familiar San José de Chuchunco,Estación Central,MENORES CONTROLADOS,111306,13106,11
2581,1,11,111383,A0200002,13,13119,11,3,5,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Luis Ferrada,Maipú,LACTANCIA MATERNA EXCLUSIVA,111383,13119,11
2582,1,11,111383,A0200001,13,13119,17,8,14,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Luis Ferrada,Maipú,MENORES CONTROLADOS,111383,13119,11
2583,3,11,201129,A0200002,13,13119,3,2,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar LUMEN,Maipú,LACTANCIA MATERNA EXCLUSIVA,201129,13119,11
2584,3,11,201129,A0200001,13,13119,4,4,3,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar LUMEN,Maipú,MENORES CONTROLADOS,201129,13119,11
2585,4,11,111308,A0200002,13,13119,10,4,12,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. José Eduardo Ahués Salame,Maipú,LACTANCIA MATERNA EXCLUSIVA,111308,13119,11
2586,4,11,111308,A0200001,13,13119,15,5,22,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. José Eduardo Ahués Salame,Maipú,MENORES CONTROLADOS,111308,13119,11
2587,1,11,201674,A0200002,13,13119,8,5,9,Servicio de Salud Metropolitano Central,CESFAM El Abrazo Dr. Salvador Allende Gossens,Maipú,LACTANCIA MATERNA EXCLUSIVA,201674,13119,11
2588,4,11,111304,A0200002,13,13119,9,5,9,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Maipú,Maipú,LACTANCIA MATERNA EXCLUSIVA,111304,13119,11
2589,4,11,111304,A0200001,13,13119,16,8,15,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Maipú,Maipú,MENORES CONTROLADOS,111304,13119,11
2590,1,11,201674,A0200001,13,13119,18,9,17,Servicio de Salud Metropolitano Central,CESFAM El Abrazo Dr. Salvador Allende Gossens,Maipú,MENORES CONTROLADOS,201674,13119,11
2591,3,11,111381,A0200002,13,13101,24,12,17,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Ignacio Domeyko,Santiago,LACTANCIA MATERNA EXCLUSIVA,111381,13101,11
2592,3,11,111383,A0200002,13,13119,6,6,8,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Luis Ferrada,Maipú,LACTANCIA MATERNA EXCLUSIVA,111383,13119,11
2593,3,11,111381,A0200001,13,13101,33,26,29,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Ignacio Domeyko,Santiago,MENORES CONTROLADOS,111381,13101,11
2594,4,11,111382,A0200002,13,13119,11,14,4,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Presidenta Michelle Bachelet,Maipú,LACTANCIA MATERNA EXCLUSIVA,111382,13119,11
2595,4,11,111382,A0200001,13,13119,19,24,16,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Presidenta Michelle Bachelet,Maipú,MENORES CONTROLADOS,111382,13119,11
2596,4,11,111383,A0200002,13,13119,8,6,8,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Luis Ferrada,Maipú,LACTANCIA MATERNA EXCLUSIVA,111383,13119,11
2597,4,11,111383,A0200001,13,13119,16,12,13,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Luis Ferrada,Maipú,MENORES CONTROLADOS,111383,13119,11
2598,4,11,111400,A0200002,13,13119,3,2,0,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Rinconada de Maipú,Maipú,LACTANCIA MATERNA EXCLUSIVA,111400,13119,11
2599,4,11,111400,A0200001,13,13119,3,4,0,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Rinconada de Maipú,Maipú,MENORES CONTROLADOS,111400,13119,11
2600,4,11,111309,A0200002,13,13119,15,8,9,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dra. Ana María Juricic,Maipú,LACTANCIA MATERNA EXCLUSIVA,111309,13119,11
2601,4,11,111309,A0200001,13,13119,19,17,15,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dra. Ana María Juricic,Maipú,MENORES CONTROLADOS,111309,13119,11
2602,1,11,111380,A0200001,13,13119,17,9,24,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Carlos Godoy,Maipú,MENORES CONTROLADOS,111380,13119,11
2603,3,11,111376,A0200002,13,13101,18,14,26,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,LACTANCIA MATERNA EXCLUSIVA,111376,13101,11
2604,4,11,111372,A0200002,13,13101,3,8,6,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Arauco,Santiago,LACTANCIA MATERNA EXCLUSIVA,111372,13101,11
2605,4,11,111372,A0200001,13,13101,11,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Arauco,Santiago,MENORES CONTROLADOS,111372,13101,11
2606,4,11,111704,A0200002,13,13119,2,1,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Futramapu,Maipú,LACTANCIA MATERNA EXCLUSIVA,111704,13119,11
2607,4,11,111704,A0200001,13,13119,2,1,2,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Futramapu,Maipú,MENORES CONTROLADOS,111704,13119,11
2608,4,11,111781,A0200002,13,13106,1,2,1,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Villa Francia,Estación Central,LACTANCIA MATERNA EXCLUSIVA,111781,13106,11
