,descripcion_prestacion,Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,Maternidad,Neonatología,Pueblos originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
5384210,RN egresados con LME durante hospitalización y al alta,9,14,2024,114103,24300103,13,13131,127.0,33.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5384211,Egresados con lactancia materna exclusiva (código histórico),9,14,2024,114103,24200100,13,13131,127.0,33.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5388272,Total de recién nacidos/as egresados/as,6,14,2024,114103,24200134,13,13131,126.0,48.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5388273,RN egresados con LME durante hospitalización y al alta,6,14,2024,114103,24300103,13,13131,119.0,37.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5388274,Egresados con lactancia materna exclusiva (código histórico),6,14,2024,114103,24200100,13,13131,119.0,37.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5390931,Total de recién nacidos/as egresados/as,8,14,2024,114103,24200134,13,13131,133.0,48.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5390932,RN egresados con madres acogidas a Ley 21.155,8,14,2024,114103,29101772,13,13131,1.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5390933,Egresados con lactancia materna exclusiva (código histórico),8,14,2024,114103,24200100,13,13131,125.0,34.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5391870,Total de recién nacidos/as egresados/as,10,14,2024,114103,24200134,13,13131,121.0,54.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5391871,Egresados con lactancia materna exclusiva (código histórico),10,14,2024,114103,24200100,13,13131,110.0,38.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5392149,Total de recién nacidos/as egresados/as,11,14,2024,114103,24200134,13,13131,129.0,44.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5392150,RN egresados con LME durante hospitalización y al alta,11,14,2024,114103,24300103,13,13131,118.0,28.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5392151,Egresados con lactancia materna exclusiva (código histórico),11,14,2024,114103,24200100,13,13131,118.0,28.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5397869,Total de recién nacidos/as egresados/as,12,14,2024,114103,24200134,13,13131,133.0,36.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5397870,RN egresados con madres acogidas a Ley 21.155,12,14,2024,114103,29101772,13,13131,1.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5397871,Egresados con lactancia materna exclusiva (código histórico),12,14,2024,114103,24200100,13,13131,132.0,24.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5401450,Total de recién nacidos/as egresados/as,2,14,2024,114101,24200134,13,13201,159.0,83.0,4.0,24.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5401451,RN egresados con LME durante hospitalización y al alta,2,14,2024,114101,24300103,13,13201,138.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5401701,RN egresados con madres serología positiva (VIH),2,14,2024,114101,29101770,13,13201,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5401702,RN egresados con madres acogidas a Ley 21.155,2,14,2024,114101,29101772,13,13201,3.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5401703,Egresados con lactancia materna exclusiva (código histórico),2,14,2024,114101,24200100,13,13201,145.0,61.0,4.0,20.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5402427,Total de recién nacidos/as egresados/as,7,14,2024,114101,24200134,13,13201,174.0,83.0,0.0,36.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5402428,RN egresados con LME durante hospitalización y al alta,7,14,2024,114101,24300103,13,13201,144.0,0.0,0.0,20.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5402429,RN egresados con madres acogidas a Ley 21.155,7,14,2024,114101,29101772,13,13201,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5402430,Egresados con lactancia materna exclusiva (código histórico),7,14,2024,114101,24200100,13,13201,155.0,48.0,0.0,23.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5404667,Total de recién nacidos/as egresados/as,11,14,2024,114101,24200134,13,13201,134.0,69.0,1.0,18.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5404668,RN egresados con LME durante hospitalización y al alta,11,14,2024,114101,24300103,13,13201,116.0,,1.0,10.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5404669,RN egresados con madres acogidas a Ley 21.155,11,14,2024,114101,29101772,13,13201,4.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5404670,Egresados con lactancia materna exclusiva (código histórico),11,14,2024,114101,24200100,13,13201,125.0,37.0,1.0,11.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5405051,RN egresados con LME durante hospitalización y al alta,3,14,2024,114101,24300103,13,13201,148.0,0.0,0.0,19.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5405052,Egresados con lactancia materna exclusiva (código histórico),3,14,2024,114101,24200100,13,13201,154.0,53.0,1.0,26.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5405443,Total de recién nacidos/as egresados/as,10,14,2024,114101,24200134,13,13201,157.0,85.0,0.0,32.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5405444,RN egresados con LME durante hospitalización y al alta,10,14,2024,114101,24300103,13,13201,112.0,,0.0,19.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5405445,RN egresados con madres acogidas a Ley 21.155,10,14,2024,114101,29101772,13,13201,4.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5405446,Egresados con lactancia materna exclusiva (código histórico),10,14,2024,114101,24200100,13,13201,133.0,49.0,0.0,25.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5407142,Total de recién nacidos/as egresados/as,1,14,2024,114101,24200134,13,13201,161.0,88.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5407143,RN egresados con madres acogidas a Ley 21.155,1,14,2024,114101,29101772,13,13201,3.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5407144,Egresados con lactancia materna exclusiva (código histórico),1,14,2024,114101,24200100,13,13201,150.0,53.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5407865,Total de recién nacidos/as egresados/as,6,14,2024,114101,24200134,13,13201,178.0,74.0,0.0,19.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5407866,RN egresados con LME durante hospitalización y al alta,6,14,2024,114101,24300103,13,13201,149.0,0.0,0.0,14.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5407867,RN egresados con madres serología positiva (VIH),6,14,2024,114101,29101770,13,13201,3.0,,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5407868,RN egresados con madres acogidas a Ley 21.155,6,14,2024,114101,29101772,13,13201,6.0,,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5407869,Egresados con lactancia materna exclusiva (código histórico),6,14,2024,114101,24200100,13,13201,161.0,48.0,0.0,16.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5410018,Total de recién nacidos/as egresados/as,12,14,2024,114101,24200134,13,13201,166.0,80.0,5.0,29.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5410019,RN egresados con LME durante hospitalización y al alta,12,14,2024,114101,24300103,13,13201,150.0,,3.0,17.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5410020,RN egresados con madres serología positiva (VIH),12,14,2024,114101,29101770,13,13201,1.0,1.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5410021,Egresados con lactancia materna exclusiva (código histórico),12,14,2024,114101,24200100,13,13201,150.0,52.0,3.0,19.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5410486,Total de recién nacidos/as egresados/as,4,14,2024,114101,24200134,13,13201,177.0,86.0,10.0,26.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5410487,RN egresados con LME durante hospitalización y al alta,4,14,2024,114101,24300103,13,13201,142.0,0.0,7.0,21.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5410488,Egresados con lactancia materna exclusiva (código histórico),4,14,2024,114101,24200100,13,13201,164.0,47.0,9.0,25.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412242,Total de recién nacidos/as egresados/as,9,14,2024,114101,24200134,13,13201,170.0,60.0,0.0,21.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412243,RN egresados con LME durante hospitalización y al alta,9,14,2024,114101,24300103,13,13201,124.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412244,RN egresados con madres acogidas a Ley 21.155,9,14,2024,114101,29101772,13,13201,2.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412245,Egresados con lactancia materna exclusiva (código histórico),9,14,2024,114101,24200100,13,13201,151.0,35.0,0.0,18.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412394,Total de recién nacidos/as egresados/as,3,14,2024,114101,24200134,13,13201,159.0,77.0,1.0,20.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412505,Total de recién nacidos/as egresados/as,5,14,2024,114101,24200134,13,13201,185.0,82.0,2.0,34.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412506,RN egresados con LME durante hospitalización y al alta,5,14,2024,114101,24300103,13,13201,162.0,0.0,2.0,20.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412507,RN egresados con madres acogidas a Ley 21.155,5,14,2024,114101,29101772,13,13201,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412508,Egresados con lactancia materna exclusiva (código histórico),5,14,2024,114101,24200100,13,13201,172.0,51.0,2.0,23.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412547,Total de recién nacidos/as egresados/as,8,14,2024,114101,24200134,13,13201,161.0,71.0,6.0,23.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412548,RN egresados con LME durante hospitalización y al alta,8,14,2024,114101,24300103,13,13201,150.0,45.0,4.0,20.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412549,RN egresados con madres serología positiva (VIH),8,14,2024,114101,29101770,13,13201,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
5412550,Egresados con lactancia materna exclusiva (código histórico),8,14,2024,114101,24200100,13,13201,150.0,45.0,5.0,23.0,Servicio de Salud Metropolitano Sur Oriente,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Puente Alto
